molecule_chembl_id,molecule_pref_name,max_phase,full_mwt,num_ro5_violations,alogp,compound_key,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,data_validity_comment,activity_comment,uo_units,ligand_efficiency,ligand_efficiency_bei,ligand_efficiency_le,ligand_efficiency_lle,ligand_efficiency_sei,potential_duplicate,assay_chembl_id,assay_description,assay_type,bao_format,bao_label,assay_organism,assay_tissue_chembl_id,assay_tissue_name,assay_cell_type,assay_subcellular_fraction,assay_parameters,assay_variant_accession,assay_variant_mutation,target_chembl_id,target_pref_name,target_organism,target_type,document_chembl_id,src_id,src_description,document_journal,document_year,cell_chembl_id,properties,action_type,standard_text_value,value
CHEMBL502,DONEPEZIL,4.0,379.50,0,4.36,,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Activity,,,,,,Not Determined,,,,,,,0,CHEMBL3820891,Antioxidant activity assessed as trolox equivalent of AAPH radical scavenging activity preincubated for 15 mins followed by AAPH challenge measured every min for 80 mins by ORAC-FL assay,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL3817760,1,,Bioorg Med Chem,2016,,,,,
CHEMBL140,,,368.39,0,3.37,,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,Activity,,,,,,Not Determined,,,,,,,0,CHEMBL3820891,Antioxidant activity assessed as trolox equivalent of AAPH radical scavenging activity preincubated for 15 mins followed by AAPH challenge measured every min for 80 mins by ORAC-FL assay,P,BAO_0000100,small-molecule physicochemical format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL3817760,1,,Bioorg Med Chem,2016,,,,,
CHEMBL4278298,,,422.61,1,5.38,,CC(C)(C)c1cc(C(=O)NC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,Activity,=,47.4,%,,,,UO_0000187,,,,,,0,CHEMBL4274283,Antioxidant activity assessed as DPPH radical scavenging activity at 100 uM measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis relative to control,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,47.4
CHEMBL4288456,,,436.64,1,5.63,,CC(C)(C)c1cc(C(=O)NCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,Activity,=,48.2,%,,,,UO_0000187,,,,,,0,CHEMBL4274283,Antioxidant activity assessed as DPPH radical scavenging activity at 100 uM measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis relative to control,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,48.2
CHEMBL4280244,,,450.67,1,6.02,,CC(C)(C)c1cc(C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,Activity,=,49.1,%,,,,UO_0000187,,,,,,0,CHEMBL4274283,Antioxidant activity assessed as DPPH radical scavenging activity at 100 uM measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis relative to control,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,49.1
CHEMBL4294635,,,436.64,1,5.42,,CC(C)(C)c1cc(C(=O)CNC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,Activity,=,16.3,%,,,,UO_0000187,,,,,,0,CHEMBL4274283,Antioxidant activity assessed as DPPH radical scavenging activity at 100 uM measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis relative to control,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,16.3
CHEMBL4286736,,,450.67,1,5.67,,CC(C)(C)c1cc(C(=O)CNCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,Activity,=,24.2,%,,,,UO_0000187,,,,,,0,CHEMBL4274283,Antioxidant activity assessed as DPPH radical scavenging activity at 100 uM measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis relative to control,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,24.2
CHEMBL4279488,,,464.69,1,6.06,,CC(C)(C)c1cc(C(=O)CNCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,Activity,=,26.7,%,,,,UO_0000187,,,,,,0,CHEMBL4274283,Antioxidant activity assessed as DPPH radical scavenging activity at 100 uM measured after 30 mins incubation in dark by UV-Visible spectrophotometric analysis relative to control,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270597,1,,Eur J Med Chem,2018,,,,,26.7
CHEMBL4854334,,,297.35,0,3.36,,COc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1,Activity,=,1.2,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.2
CHEMBL4863690,,,488.63,1,5.65,,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,Activity,=,1.5,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.5
CHEMBL4873761,,,502.66,2,6.04,,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,Activity,=,1.4,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.4
CHEMBL4854597,,,530.71,2,6.82,,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1OC,Activity,=,1.4,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.4
CHEMBL4861145,,,501.67,2,5.71,,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,Activity,=,2.1,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,2.1
CHEMBL4865817,,,515.70,2,6.10,,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,Activity,=,2.1,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,2.1
CHEMBL4876641,,,543.75,2,6.88,,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,Activity,=,2.0,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,2.0
CHEMBL4857021,,,501.67,2,5.71,,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,Activity,=,1.3,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.3
CHEMBL4858987,,,515.70,2,6.10,,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,Activity,=,1.5,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.5
CHEMBL4874405,,,543.75,2,6.88,,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccc(N(C)C)cc1,Activity,=,1.4,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.4
CHEMBL4854252,,,458.60,1,5.65,,CCN(CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,Activity,=,1.6,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.6
CHEMBL4850978,,,472.63,1,6.04,,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,Activity,=,1.5,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.5
CHEMBL4872327,,,500.68,2,6.82,,CCN(CCCCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1,Activity,=,1.4,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.4
CHEMBL4852191,,,396.53,0,4.47,,CCN(CC)CCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1,Activity,=,1.2,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.2
CHEMBL4849646,,,458.60,1,5.65,,CCN(CCCOc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1)Cc1ccccc1N(C)C,Activity,=,1.3,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.3
CHEMBL4857775,,,502.66,2,6.04,,CCN(CCCCOc1ccc(/C=C/C(=O)c2ccc(N(C)C)cc2O)cc1)Cc1ccccc1OC,Activity,=,1.6,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.6
CHEMBL4868157,,,515.70,2,6.10,,CCN(CCCCOc1ccc(/C=C/C(=O)c2ccc(N(C)C)cc2O)cc1)Cc1ccccc1N(C)C,Activity,=,1.5,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.5
CHEMBL4868189,,,310.40,0,3.42,,CN(C)c1ccc(/C=C/C(=O)c2ccc(N(C)C)cc2O)cc1,Activity,=,1.7,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.7
CHEMBL4863869,,,297.35,0,3.36,,COc1ccc(/C=C/C(=O)c2ccc(N(C)C)cc2O)cc1,Activity,=,1.5,,,,,,,,,,,0,CHEMBL4816005,Antioxidant activity of compound assessed as trolox equivalent antioxidant capacity by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4813970,1,,Eur J Med Chem,2021,,,,,1.5
CHEMBL145,CAFFEIC ACID,3.0,180.16,0,1.20,,O=C(O)/C=C/c1ccc(O)c(O)c1,Ratio IC50,=,1.14,,,,,,,,,,,0,CHEMBL1219023,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 5 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.14
CHEMBL496662,HEXYLCAFFEATE,,264.32,0,3.23,,CCCCCCOC(=O)/C=C/c1ccc(O)c(O)c1,Ratio IC50,=,0.91,,,,,,,,,,,0,CHEMBL1219023,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 5 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,0.91
CHEMBL1215096,CAFFEOYLHEXYLAMIDE,,263.34,0,2.81,,CCCCCCNC(=O)/C=C/c1ccc(O)c(O)c1,Ratio IC50,=,1.04,,,,,,,,,,,0,CHEMBL1219023,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 5 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.04
CHEMBL136927,DIHYDROCAFFEIC ACID,,182.18,0,1.11,,O=C(O)CCc1ccc(O)c(O)c1,Ratio IC50,=,1.16,,,,,,,,,,,0,CHEMBL1219023,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 5 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.16
CHEMBL1215028,HEXYLHYDROCAFFEATE,,266.34,0,3.15,,CCCCCCOC(=O)CCc1ccc(O)c(O)c1,Ratio IC50,=,0.96,,,,,,,,,,,0,CHEMBL1219023,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 5 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,0.96
CHEMBL1215099,HYDROCAFFEOYLHEXYLAMIDE,,265.35,0,2.73,,CCCCCCNC(=O)CCc1ccc(O)c(O)c1,Ratio IC50,=,1.01,,,,,,,,,,,0,CHEMBL1219023,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 5 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.01
CHEMBL145,CAFFEIC ACID,3.0,180.16,0,1.20,,O=C(O)/C=C/c1ccc(O)c(O)c1,Ratio IC50,=,1.27,,,,,,,,,,,0,CHEMBL1219024,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 20 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.27
CHEMBL496662,HEXYLCAFFEATE,,264.32,0,3.23,,CCCCCCOC(=O)/C=C/c1ccc(O)c(O)c1,Ratio IC50,=,0.93,,,,,,,,,,,0,CHEMBL1219024,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 20 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,0.93
CHEMBL1215096,CAFFEOYLHEXYLAMIDE,,263.34,0,2.81,,CCCCCCNC(=O)/C=C/c1ccc(O)c(O)c1,Ratio IC50,=,1.05,,,,,,,,,,,0,CHEMBL1219024,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 20 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.05
CHEMBL136927,DIHYDROCAFFEIC ACID,,182.18,0,1.11,,O=C(O)CCc1ccc(O)c(O)c1,Ratio IC50,=,1.41,,,,,,,,,,,0,CHEMBL1219024,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 20 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.41
CHEMBL1215028,HEXYLHYDROCAFFEATE,,266.34,0,3.15,,CCCCCCOC(=O)CCc1ccc(O)c(O)c1,Ratio IC50,=,0.96,,,,,,,,,,,0,CHEMBL1219024,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 20 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,0.96
CHEMBL1215099,HYDROCAFFEOYLHEXYLAMIDE,,265.35,0,2.73,,CCCCCCNC(=O)CCc1ccc(O)c(O)c1,Ratio IC50,=,1.02,,,,,,,,,,,0,CHEMBL1219024,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for ABTS radical scavenging activity after 20 mins by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL3879801,NON-PROTEIN TARGET,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.02
CHEMBL145,CAFFEIC ACID,3.0,180.16,0,1.20,,O=C(O)/C=C/c1ccc(O)c(O)c1,Ratio IC50,=,1.29,,,,,,,,,,,0,CHEMBL1219025,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for DPPH radical scavenging activity by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.29
CHEMBL496662,HEXYLCAFFEATE,,264.32,0,3.23,,CCCCCCOC(=O)/C=C/c1ccc(O)c(O)c1,Ratio IC50,=,0.97,,,,,,,,,,,0,CHEMBL1219025,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for DPPH radical scavenging activity by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,0.97
CHEMBL1215096,CAFFEOYLHEXYLAMIDE,,263.34,0,2.81,,CCCCCCNC(=O)/C=C/c1ccc(O)c(O)c1,Ratio IC50,=,1.11,,,,,,,,,,,0,CHEMBL1219025,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for DPPH radical scavenging activity by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.11
CHEMBL136927,DIHYDROCAFFEIC ACID,,182.18,0,1.11,,O=C(O)CCc1ccc(O)c(O)c1,Ratio IC50,=,2.05,,,,,,,,,,,0,CHEMBL1219025,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for DPPH radical scavenging activity by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,2.05
CHEMBL1215028,HEXYLHYDROCAFFEATE,,266.34,0,3.15,,CCCCCCOC(=O)CCc1ccc(O)c(O)c1,Ratio IC50,=,0.99,,,,,,,,,,,0,CHEMBL1219025,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for DPPH radical scavenging activity by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,0.99
CHEMBL1215099,HYDROCAFFEOYLHEXYLAMIDE,,265.35,0,2.73,,CCCCCCNC(=O)CCc1ccc(O)c(O)c1,Ratio IC50,=,1.0,,,,,,,,,,,0,CHEMBL1219025,Antioxidant activity assessed as ratio of IC50 for Trolox to compound for DPPH radical scavenging activity by TEAC assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL1212871,1,,Bioorg Med Chem,2010,,,,,1.0
CHEMBL3238004,,,594.57,2,4.53,,CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,26000.0,nM,4.58,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,26.0
CHEMBL3238005,,,594.57,2,4.53,,CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,12000.0,nM,4.92,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,12.0
CHEMBL3238006,,,494.45,0,4.13,,CC(=O)Oc1c(OC(C)=O)c(-c2ccc(O)cc2)c(OC(C)=O)c(OC(C)=O)c1-c1ccc(O)cc1,IC50,>,50000.0,nM,,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,50.0
CHEMBL3238007,,,410.38,0,3.69,,CC(=O)Oc1c(OC(C)=O)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,IC50,=,44000.0,nM,4.36,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,44.0
CHEMBL1972790,,,426.38,0,3.40,,CC(=O)Oc1c(OC(C)=O)c(-c2ccc(O)c(O)c2)c(O)c(O)c1-c1ccc(O)cc1,IC50,=,11000.0,nM,4.96,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,11.0
CHEMBL3238008,,,340.29,0,2.19,,O=C1C(O)=C(c2ccc(O)c(O)c2)C(=O)C(O)=C1c1ccc(O)cc1,IC50,=,9000.0,nM,5.05,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,9.0
CHEMBL3238009,,,424.36,0,3.93,,CC(=O)Oc1c(-c2ccc(O)cc2)c(O)c2oc3cc(O)c(O)cc3c2c1OC(C)=O,IC50,=,28000.0,nM,4.55,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,28.0
CHEMBL3238010,,,680.66,3,5.74,,CC[C@@H](C)[C@]12Oc3cc(-c4c(O)c(O)c(-c5ccc(O)cc5)c(OC(C)=O)c4OC(C)=O)ccc3O[N@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,11000.0,nM,4.96,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,11.0
CHEMBL3238011,,,722.70,3,5.96,,CC[C@@H](C)[C@]12Oc3cc(-c4c(O)c(O)c(-c5ccc(OC(C)=O)cc5)c(OC(C)=O)c4OC(C)=O)ccc3O[N@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,13000.0,nM,4.89,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,13.0
CHEMBL3238012,,,680.66,3,5.74,,CC[C@@H](C)[C@]12Oc3cc(-c4c(O)c(O)c(-c5ccc(O)cc5)c(OC(C)=O)c4OC(C)=O)ccc3O[N@@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O,IC50,=,18000.0,nM,4.75,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,18.0
CHEMBL196,ASCORBIC ACID,4.0,176.12,0,-1.41,,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,IC50,=,27000.0,nM,4.57,,,UO_0000065,,,,,,0,CHEMBL3241006,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by microplate reader analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL613712,Radical scavenging activity,,,CHEMBL3232905,1,,J Nat Prod,2014,,,,,27.0
